algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id
weighted_astar,1,4.82842712474619,2,0.015300000086426735,5,20,0.7,4,4
jps_like,1,4.82842712474619,2,0.0168999977177009,4,20,0.7,4,4
improved_astar,1,4.0,1,0.023300002794712782,5,20,0.7,4,4
dijkstra,1,2.414213562373095,1,0.023300002794712782,7,20,0.7,5,5
astar,1,2.414213562373095,1,0.0109999964479357,3,20,0.7,5,5
weighted_astar,1,2.414213562373095,1,0.00999998883344233,3,20,0.7,5,5
jps_like,1,2.414213562373095,1,0.015400000847876072,3,20,0.7,5,5
improved_astar,1,2.23606797749979,0,0.014299992471933365,3,20,0.7,5,5
dijkstra,1,6.82842712474619,2,0.08950001210905612,19,20,0.7,6,6
astar,1,6.82842712474619,2,0.027300004148855805,7,20,0.7,6,6
weighted_astar,1,6.82842712474619,2,0.022200008970685303,7,20,0.7,6,6
jps_like,1,6.82842712474619,3,0.03989999822806567,7,20,0.7,6,6
improved_astar,1,6.47213595499958,2,0.048300003982149065,9,20,0.7,6,6
dijkstra,1,1.4142135623730951,0,0.022999985958449543,5,20,0.7,7,7
astar,1,1.4142135623730951,0,0.009399998816661537,2,20,0.7,7,7
weighted_astar,1,1.4142135623730951,0,0.00650000583846122,2,20,0.7,7,7
jps_like,1,1.4142135623730951,0,0.009199997293762863,2,20,0.7,7,7
improved_astar,1,1.4142135623730951,0,0.008700008038431406,2,20,0.7,7,7
dijkstra,1,6.82842712474619,3,0.059300000430084765,19,20,0.7,8,8
astar,1,6.82842712474619,3,0.031400006264448166,8,20,0.7,8,8
weighted_astar,1,6.82842712474619,3,0.028599999495781958,8,20,0.7,8,8
jps_like,1,6.82842712474619,3,0.04650000482797623,8,20,0.7,8,8
improved_astar,1,6.82842712474619,3,0.060999998822808266,11,20,0.7,8,8
dijkstra,1,5.242640687119286,3,0.029699993319809437,9,20,0.7,9,9
astar,1,5.242640687119286,3,0.01920000067912042,6,20,0.7,9,9
weighted_astar,1,5.242640687119286,3,0.016699996194802225,5,20,0.7,9,9
jps_like,1,5.242640687119286,3,0.029999995604157448,6,20,0.7,9,9
improved_astar,1,4.414213562373095,2,0.030099996365606785,6,20,0.7,9,9
dijkstra,1,4.82842712474619,2,0.014299992471933365,5,20,0.7,10,10
astar,1,4.82842712474619,2,0.013100012438371778,5,20,0.7,10,10
weighted_astar,1,4.82842712474619,2,0.011900003300979733,5,20,0.7,10,10
jps_like,1,4.82842712474619,2,0.017099999240599573,5,20,0.7,10,10
improved_astar,1,4.82842712474619,2,0.018300008377991617,5,20,0.7,10,10
dijkstra,1,6.242640687119285,2,0.04490000719670206,16,20,0.7,11,11
astar,1,6.242640687119285,3,0.0261999957729131,8,20,0.7,11,11
weighted_astar,1,6.242640687119285,4,0.021800005924887955,7,20,0.7,11,11
jps_like,1,6.242640687119285,3,0.04149999585933983,8,20,0.7,11,11
improved_astar,1,5.16227766016838,1,0.044500004150904715,9,20,0.7,11,11
dijkstra,1,4.242640687119286,2,0.014999997802078724,4,20,0.7,12,12
astar,1,4.242640687119286,2,0.011500000255182385,4,20,0.7,12,12
weighted_astar,1,4.242640687119286,2,0.009499999578110874,4,20,0.7,12,12
jps_like,1,4.242640687119286,2,0.015500001609325409,4,20,0.7,12,12
improved_astar,1,3.414213562373095,1,0.013900003978051245,4,20,0.7,12,12
dijkstra,1,2.0,0,0.04579999949783087,6,20,0.7,13,13
astar,1,2.0,0,0.0202999945031479,3,20,0.7,13,13
weighted_astar,1,2.0,0,0.01170000177808106,3,20,0.7,13,13
jps_like,1,2.0,0,0.01309999788645655,2,20,0.7,13,13
improved_astar,1,2.0,0,0.020499996026046574,3,20,0.7,13,13
dijkstra,1,7.82842712474619,4,0.06999999459367245,23,20,0.7,14,14
astar,1,7.82842712474619,4,0.03619999915827066,9,20,0.7,14,14
weighted_astar,1,7.82842712474619,4,0.029400005587376654,8,20,0.7,14,14
jps_like,1,7.82842712474619,4,0.05200000305194408,9,20,0.7,14,14
improved_astar,1,7.06449510224598,2,0.09449999197386205,14,20,0.7,14,14
dijkstra,1,6.242640687119285,1,0.039000005926936865,13,20,0.7,15,15
astar,1,6.242640687119285,1,0.0261999957729131,7,20,0.7,15,15
weighted_astar,1,6.242640687119285,1,0.023600005079060793,7,20,0.7,15,15
jps_like,1,6.242640687119285,2,0.02890000178012997,5,20,0.7,15,15
improved_astar,1,5.841619252963779,1,0.03680000372696668,7,20,0.7,15,15
dijkstra,1,5.242640687119286,2,0.03300000389572233,11,20,0.7,16,16
astar,1,5.242640687119286,2,0.022899999748915434,7,20,0.7,16,16
weighted_astar,1,5.242640687119286,2,0.02160000440198928,7,20,0.7,16,16
jps_like,1,5.242640687119286,2,0.03290000313427299,7,20,0.7,16,16
improved_astar,1,4.23606797749979,2,0.03509999078232795,8,20,0.7,16,16
dijkstra,1,2.414213562373095,1,0.023600005079060793,7,20,0.7,17,17
astar,1,2.414213562373095,1,0.011500000255182385,3,20,0.7,17,17
weighted_astar,1,2.414213562373095,1,0.009800001862458885,3,20,0.7,17,17
jps_like,1,2.414213562373095,1,0.015999990864656866,3,20,0.7,17,17
improved_astar,1,2.414213562373095,1,0.01580000389367342,3,20,0.7,17,17
dijkstra,1,2.414213562373095,1,0.021400002879090607,6,20,0.7,18,18
astar,1,2.414213562373095,1,0.011099997209385037,3,20,0.7,18,18
weighted_astar,1,2.414213562373095,1,0.009399998816661537,3,20,0.7,18,18
jps_like,1,2.414213562373095,1,0.013700002455152571,3,20,0.7,18,18
