candidate,dataset,map_name,size,ratio,alpha,success,runtime_ms,path_length,turn_count,expanded_nodes
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,4.594599973643199,463.96228294981046,0,133
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,1199.4882999861147,1912.7654443047868,13,43882
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,8.271600003354251,728.4126577703054,0,193
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,2669.349700008752,2516.27057452948,7,89727
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,1290.1168999960646,850.8656395336792,5,54249
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,6.112500006565824,586.7069114984074,0,161
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,10.957399994367734,1168.3646690995067,0,360
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,10.344900016207248,1149.6803903694279,0,327
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,17.676199990091845,1522.4692152892974,1,845
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,13.20560000021942,1346.4267525565585,0,449
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,2.9254999826662242,463.96228294981046,0,133
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,11.134000000311062,1823.8818492435303,0,461
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,4.578799998853356,728.4126577703054,0,193
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,16.711799980839714,2459.568254795951,0,609
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,5.975000007310882,749.4864908722504,0,238
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,3.9355999906547368,586.7069114984074,0,161
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,13.016299984883517,1168.3646690995067,0,360
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,13.136599998688325,1149.6803903694279,0,327
log_clip_0.8_1.4,weighted,Map10.map,2048,0.0,1.4,1,13.973799999803305,1522.4664199909303,0,385
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.06990000838413835,3.0,0,2
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.06330001633614302,2.23606797749979,0,3
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.05750000127591193,2.0,0,2
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.03460000152699649,1.4142135623730951,0,2
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.06189997657202184,3.605551275463989,0,3
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.022299995180219412,2.0,0,2
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.052799994591623545,2.23606797749979,0,3
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.05319999763742089,3.605551275463989,0,3
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.04069998976774514,3.605551275463989,0,3
log_clip_0.8_1.6,dao,arena.map,49,0.1445231153685964,1.6,1,0.041399995097890496,3.1622776601683795,0,3
log_clip_0.8_1.6,dao,arena2.map,281,0.5860477787805003,0.8,1,0.13890000991523266,3.605551275463989,0,7
