algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id,seed_tag
weighted_astar,1,24.55634918610405,13,0.1250000059371814,28,40,0.3,6,6,42
jps_like,1,23.72792206135785,7,0.8557999972254038,46,40,0.3,6,6,42
improved_astar,1,22.088156853215224,4,0.4292000085115433,22,40,0.3,6,6,42
dijkstra,1,45.52691193458117,15,2.9906000127084558,992,40,0.3,7,7,42
astar,1,45.52691193458117,16,0.3137000021524727,78,40,0.3,7,7,42
weighted_astar,1,45.52691193458117,16,0.1886999962152913,41,40,0.3,7,7,42
jps_like,1,45.526911934581165,16,0.5508000031113625,66,40,0.3,7,7,42
improved_astar,1,43.34581091318302,11,0.241200003074482,24,40,0.3,7,7,42
dijkstra,1,25.899494936611667,13,1.596600006450899,501,40,0.3,8,8,42
astar,1,25.899494936611667,13,0.2830000012181699,68,40,0.3,8,8,42
weighted_astar,1,26.72792206135786,14,0.1245999883394688,27,40,0.3,8,8,42
jps_like,1,25.899494936611667,15,0.6020000000717118,69,40,0.3,8,8,42
improved_astar,1,23.63441361516796,7,0.2431000029901042,25,40,0.3,8,8,42
dijkstra,1,48.28427124746189,25,4.77149999642279,1116,40,0.3,9,9,42
astar,1,48.28427124746189,26,2.2012999979779124,439,40,0.3,9,9,42
weighted_astar,1,48.284271247461895,20,0.6981000042287633,141,40,0.3,9,9,42
jps_like,1,48.28427124746189,25,4.272399994079024,439,40,0.3,9,9,42
improved_astar,1,43.544191758996654,12,1.186299996334128,130,40,0.3,9,9,42
dijkstra,1,47.8700576850888,22,4.520400005276315,1095,40,0.3,10,10,42
astar,1,47.8700576850888,21,2.4923000019043684,438,40,0.3,10,10,42
weighted_astar,1,47.8700576850888,21,0.7610000029671937,166,40,0.3,10,10,42
jps_like,1,47.8700576850888,20,4.757599992444739,436,40,0.3,10,10,42
improved_astar,1,45.52432955605104,14,1.5864000015426427,135,40,0.3,10,10,42
dijkstra,1,33.97056274847714,9,3.2715999986976385,835,40,0.3,11,11,42
astar,1,33.97056274847714,11,0.4458000039448961,108,40,0.3,11,11,42
weighted_astar,1,34.798989873223334,16,0.1459000050090253,33,40,0.3,11,11,42
jps_like,1,33.970562748477136,13,0.8537000103387982,106,40,0.3,11,11,42
improved_astar,1,32.579533583817216,10,0.2000999957090243,22,40,0.3,11,11,42
dijkstra,1,14.485281374238571,3,1.1491000041132793,361,40,0.3,12,12,42
astar,1,14.485281374238571,3,0.1354999985778704,34,40,0.3,12,12,42
weighted_astar,1,14.485281374238571,3,0.0635000033071264,14,40,0.3,12,12,42
jps_like,1,14.48528137423857,5,0.2376999909756705,25,40,0.3,12,12,42
improved_astar,1,13.683234126713366,1,0.0738999951863661,7,40,0.3,12,12,42
dijkstra,1,18.313708498984763,5,1.3832000113325194,433,40,0.3,13,13,42
astar,1,18.313708498984763,5,0.3099000023212284,80,40,0.3,13,13,42
weighted_astar,1,18.313708498984763,7,0.1791999966371804,45,40,0.3,13,13,42
jps_like,1,18.31370849898476,6,0.673100003041327,78,40,0.3,13,13,42
improved_astar,1,16.53565787126474,3,0.3990999975940212,48,40,0.3,13,13,42
dijkstra,1,8.242640687119284,3,0.4175000067334622,129,40,0.3,14,14,42
astar,1,8.242640687119284,4,0.0417999981436878,9,40,0.3,14,14,42
weighted_astar,1,8.242640687119284,4,0.0344000000040978,8,40,0.3,14,14,42
jps_like,1,8.242640687119284,4,0.0835999962873756,8,40,0.3,14,14,42
improved_astar,1,7.414213562373095,2,0.073200004408136,7,40,0.3,14,14,42
dijkstra,1,33.041630560342625,11,2.9335000144783407,824,40,0.3,15,15,42
astar,1,33.041630560342625,11,0.8343000081367791,125,40,0.3,15,15,42
weighted_astar,1,33.627416997969526,15,0.4473999870242551,63,40,0.3,15,15,42
jps_like,1,33.04163056034262,13,1.3950000138720495,124,40,0.3,15,15,42
improved_astar,1,31.967886951989804,9,0.4951000009896233,41,40,0.3,15,15,42
dijkstra,1,41.52691193458118,13,3.734800004167482,1000,40,0.3,16,16,42
astar,1,41.52691193458118,13,0.3526999935274943,67,40,0.3,16,16,42
weighted_astar,1,41.52691193458118,17,0.1860999909695238,33,40,0.3,16,16,42
jps_like,1,41.526911934581165,14,0.5227000074228272,47,40,0.3,16,16,42
improved_astar,1,39.66020654732654,6,0.2423999976599589,21,40,0.3,16,16,42
dijkstra,1,23.242640687119284,6,2.1935999975539744,609,40,0.3,17,17,42
astar,1,23.242640687119284,6,0.1814999995985999,36,40,0.3,17,17,42
weighted_astar,1,23.242640687119284,5,0.1348000077996403,25,40,0.3,17,17,42
jps_like,1,23.242640687119284,7,0.3924000047845766,36,40,0.3,17,17,42
improved_astar,1,22.321144652803227,3,0.2811000013025477,14,40,0.3,17,17,42
dijkstra,1,16.899494936611667,7,1.0334999969927594,278,40,0.3,18,18,42
astar,1,16.899494936611667,5,0.0882000022102147,15,40,0.3,18,18,42
weighted_astar,1,16.899494936611667,5,0.0774999934947118,15,40,0.3,18,18,42
jps_like,1,16.899494936611667,7,0.1065999967977404,9,40,0.3,18,18,42
improved_astar,1,16.498473502456157,4,0.1067999983206391,9,40,0.3,18,18,42
dijkstra,1,34.698484809835,9,2.6991000049747527,781,40,0.3,19,19,42
astar,1,34.69848480983501,8,0.306400004774332,64,40,0.3,19,19,42
weighted_astar,1,34.69848480983501,8,0.1503999956184998,28,40,0.3,19,19,42
jps_like,1,34.698484809834994,10,0.3723999980138615,33,40,0.3,19,19,42
improved_astar,1,33.33733208823092,4,0.2015999925788492,17,40,0.3,19,19,42
dijkstra,1,33.55634918610404,6,3.391699996427633,990,40,0.3,20,20,42
astar,1,33.55634918610404,10,0.7118000066839159,155,40,0.3,20,20,42
weighted_astar,1,35.21320343559643,12,0.1980999950319528,38,40,0.3,20,20,42
jps_like,1,33.55634918610404,12,1.2671000004047528,130,40,0.3,20,20,42
improved_astar,1,30.69240206426546,7,0.2601000014692545,22,40,0.3,20,20,42
dijkstra,1,34.798989873223334,9,3.024700010428205,857,40,0.3,21,21,42
astar,1,34.798989873223334,11,0.4746000049635768,69,40,0.3,21,21,42
weighted_astar,1,37.87005768508881,13,0.3231000009691342,44,40,0.3,21,21,42
jps_like,1,34.79898987322333,14,0.9941999887814744,69,40,0.3,21,21,42
improved_astar,1,34.580226205186065,9,0.4282000008970499,37,40,0.3,21,21,42
dijkstra,1,13.65685424949238,3,1.24530000903178,344,40,0.3,22,22,42
astar,1,13.65685424949238,4,0.4301000008126721,17,40,0.3,22,22,42
weighted_astar,1,13.65685424949238,4,0.1785000058589503,19,40,0.3,22,22,42
jps_like,1,13.65685424949238,2,0.2520999987609684,11,40,0.3,22,22,42
improved_astar,1,12.68372892345421,2,0.156299996888265,6,40,0.3,22,22,42
dijkstra,1,31.041630560342625,5,4.048699993290938,1003,40,0.3,23,23,42
astar,1,31.041630560342625,5,0.313800002913922,72,40,0.3,23,23,42
weighted_astar,1,31.041630560342625,3,0.1295999973081052,25,40,0.3,23,23,42
jps_like,1,31.04163056034261,8,0.5707000091206282,50,40,0.3,23,23,42
improved_astar,1,30.00332200131327,3,0.1979000080609694,17,40,0.3,23,23,42
dijkstra,1,30.899494936611667,10,3.453199999057688,909,40,0.3,24,24,42
astar,1,30.899494936611667,12,0.4507999983616173,108,40,0.3,24,24,42
weighted_astar,1,30.899494936611667,12,0.2135999966412782,48,40,0.3,24,24,42
jps_like,1,30.899494936611664,10,0.9640999924158676,108,40,0.3,24,24,42
improved_astar,1,29.128741209630785,6,0.3239999932702631,31,40,0.3,24,24,42
dijkstra,1,42.21320343559641,16,3.362299990840256,1041,40,0.3,25,25,42
astar,1,42.21320343559641,19,1.4768999972147867,367,40,0.3,25,25,42
weighted_astar,1,42.21320343559642,20,0.6165999948279932,125,40,0.3,25,25,42
jps_like,1,42.21320343559641,18,3.335499990498647,367,40,0.3,25,25,42
improved_astar,1,37.465723173284985,12,1.097600004868582,120,40,0.3,25,25,42
dijkstra,1,27.798989873223334,16,3.238399993279017,761,40,0.3,26,26,42
astar,1,27.798989873223334,9,0.2817999920807779,65,40,0.3,26,26,42
weighted_astar,1,28.970562748477143,14,0.1432000135537237,31,40,0.3,26,26,42
jps_like,1,27.79898987322333,12,0.3317000082461163,36,40,0.3,26,26,42
improved_astar,1,27.477269823802125,8,0.4498999915085733,24,40,0.3,26,26,42
dijkstra,1,11.65685424949238,4,0.8917999948607758,204,40,0.3,27,27,42
astar,1,11.65685424949238,4,0.0737999944249168,16,40,0.3,27,27,42
weighted_astar,1,11.65685424949238,2,0.0558000028831884,12,40,0.3,27,27,42
jps_like,1,11.65685424949238,4,0.0918999867280945,7,40,0.3,27,27,42
improved_astar,1,10.831309558117033,2,0.0564000074518844,6,40,0.3,27,27,42
dijkstra,1,6.242640687119286,1,0.3200000064680353,89,40,0.3,28,28,42
astar,1,6.242640687119286,1,0.0471000093966722,9,40,0.3,28,28,42
weighted_astar,1,6.242640687119286,1,0.0293000048259273,6,40,0.3,28,28,42
jps_like,1,6.242640687119285,1,0.0861000007716938,8,40,0.3,28,28,42
improved_astar,1,5.841619252963779,1,0.0350000045727938,3,40,0.3,28,28,42
dijkstra,1,15.828427124746192,2,1.9068000110564756,452,40,0.3,29,29,42
astar,1,15.828427124746192,2,0.1016999885905534,17,40,0.3,29,29,42
weighted_astar,1,16.656854249492383,5,0.0822999863885343,17,40,0.3,29,29,42
jps_like,1,15.82842712474619,3,0.0855999969644472,7,40,0.3,29,29,42
improved_astar,1,15.233345472033855,2,0.0794999941717833,7,40,0.3,29,29,42
dijkstra,1,1.4142135623730951,0,0.0164000084623694,4,40,0.7,0,0,42
astar,1,1.4142135623730951,0,0.0078000011853873,2,40,0.7,0,0,42
weighted_astar,1,1.4142135623730951,0,0.0057999859564006,2,40,0.7,0,0,42
jps_like,1,1.4142135623730951,0,0.0100000033853575,2,40,0.7,0,0,42
improved_astar,1,1.4142135623730951,0,0.0094999995781108,2,40,0.7,0,0,42
dijkstra,1,8.071067811865476,3,0.0622999941697344,18,40,0.7,1,1,42
astar,1,8.071067811865476,3,0.0704999984009191,7,40,0.7,1,1,42
weighted_astar,1,8.071067811865476,3,0.0254000042332336,7,40,0.7,1,1,42
jps_like,1,8.071067811865476,3,0.0426999904448166,7,40,0.7,1,1,42
improved_astar,1,6.8863495173726745,3,0.0761999981477856,10,40,0.7,1,1,42
dijkstra,1,12.899494936611667,6,0.0742999982321634,24,40,0.7,2,2,42
astar,1,12.899494936611667,6,0.0711000029696151,21,40,0.7,2,2,42
weighted_astar,1,12.899494936611667,6,0.0622999941697344,19,40,0.7,2,2,42
jps_like,1,12.899494936611664,6,0.0942000042414292,19,40,0.7,2,2,42
improved_astar,1,11.12899020449196,5,0.0989999971352517,22,40,0.7,2,2,42
dijkstra,1,3.414213562373095,1,0.0690000015310943,17,40,0.7,3,4,42
astar,1,3.414213562373095,1,0.0237000058405101,5,40,0.7,3,4,42
weighted_astar,1,3.414213562373095,1,0.0204999960260465,5,40,0.7,3,4,42
jps_like,1,3.414213562373095,1,0.0425000034738332,5,40,0.7,3,4,42
improved_astar,1,3.414213562373095,1,0.0322999985655769,5,40,0.7,3,4,42
dijkstra,1,3.414213562373095,1,0.0350000045727938,11,40,0.7,4,5,42
astar,1,3.414213562373095,1,0.0151999993249773,4,40,0.7,4,5,42
weighted_astar,1,3.414213562373095,1,0.0131999986479058,4,40,0.7,4,5,42
jps_like,1,3.414213562373095,1,0.0180000060936436,3,40,0.7,4,5,42
improved_astar,1,3.414213562373095,1,0.0216999906115233,4,40,0.7,4,5,42
dijkstra,1,2.8284271247461903,1,0.0319999962812289,9,40,0.7,5,6,42
astar,1,2.8284271247461903,1,0.012300006346777,3,40,0.7,5,6,42
weighted_astar,1,2.8284271247461903,1,0.010199990356341,3,40,0.7,5,6,42
jps_like,1,2.8284271247461903,1,0.0189999991562217,3,40,0.7,5,6,42
improved_astar,1,2.0,0,0.0185999961104244,3,40,0.7,5,6,42
dijkstra,1,25.38477631085024,13,0.1011999993352219,35,40,0.7,6,7,42
astar,1,25.38477631085024,13,0.0818999978946521,29,40,0.7,6,7,42
weighted_astar,1,25.38477631085024,13,0.0805000017862767,29,40,0.7,6,7,42
jps_like,1,25.38477631085024,13,0.1110000011976808,27,40,0.7,6,7,42
improved_astar,1,21.24483498974493,7,0.1156999933300539,29,40,0.7,6,7,42
dijkstra,1,23.798989873223334,12,0.3056999994441867,86,40,0.7,7,8,42
astar,1,23.798989873223334,11,0.1482999941799789,43,40,0.7,7,8,42
weighted_astar,1,23.798989873223334,11,0.123099991469644,38,40,0.7,7,8,42
jps_like,1,23.79898987322333,11,0.2062000130536034,41,40,0.7,7,8,42
improved_astar,1,20.015339721864635,7,0.2657000004546717,53,40,0.7,7,8,42
dijkstra,1,8.242640687119284,3,0.0321999978041276,9,40,0.7,8,9,42
astar,1,8.242640687119284,3,0.0264999980572611,8,40,0.7,8,9,42
weighted_astar,1,8.242640687119284,3,0.0239999935729429,8,40,0.7,8,9,42
jps_like,1,8.242640687119284,3,0.0381999998353421,8,40,0.7,8,9,42
improved_astar,1,7.23606797749979,3,0.036600002204068,8,40,0.7,8,9,42
dijkstra,1,5.242640687119286,3,0.0468999933218583,12,40,0.7,9,10,42
astar,1,5.242640687119286,3,0.0238999928114935,6,40,0.7,9,10,42
weighted_astar,1,5.242640687119286,3,0.0192000006791204,5,40,0.7,9,10,42
jps_like,1,5.242640687119286,3,0.0331000046571716,6,40,0.7,9,10,42
improved_astar,1,4.23606797749979,1,0.0367000029655173,7,40,0.7,9,10,42
dijkstra,1,4.82842712474619,3,0.0792000064393505,21,40,0.7,10,11,42
astar,1,4.82842712474619,1,0.0268999865511432,5,40,0.7,10,11,42
weighted_astar,1,4.82842712474619,1,0.0235000043176114,5,40,0.7,10,11,42
jps_like,1,4.82842712474619,1,0.0264999980572611,3,40,0.7,10,11,42
improved_astar,1,4.82842712474619,1,0.0564999936614185,8,40,0.7,10,11,42
dijkstra,1,3.414213562373095,2,0.0295000063488259,8,40,0.7,11,12,42
astar,1,3.414213562373095,2,0.0182999938260763,4,40,0.7,11,12,42
weighted_astar,1,3.414213562373095,2,0.0166999961948022,4,40,0.7,11,12,42
jps_like,1,3.414213562373095,2,0.0259000080404803,4,40,0.7,11,12,42
improved_astar,1,3.23606797749979,1,0.0251999881584197,4,40,0.7,11,12,42
dijkstra,1,7.65685424949238,3,0.0885999907040968,24,40,0.7,12,14,42
astar,1,7.65685424949238,3,0.0390000059269368,9,40,0.7,12,14,42
weighted_astar,1,7.65685424949238,5,0.0310999894281849,8,40,0.7,12,14,42
jps_like,1,7.65685424949238,3,0.0637000048300251,9,40,0.7,12,14,42
improved_astar,1,6.47213595499958,1,0.0658999924780801,11,40,0.7,12,14,42
dijkstra,1,4.242640687119286,2,0.0414000096498057,12,40,0.7,13,15,42
astar,1,4.242640687119286,2,0.0174999877344816,5,40,0.7,13,15,42
weighted_astar,1,4.242640687119286,2,0.0135000009322538,4,40,0.7,13,15,42
jps_like,1,4.242640687119286,2,0.025599991204217,5,40,0.7,13,15,42
improved_astar,1,3.414213562373095,1,0.0256000057561323,5,40,0.7,13,15,42
dijkstra,1,6.242640687119286,2,0.0461000017821788,14,40,0.7,14,16,42
astar,1,6.242640687119286,2,0.0248999858740717,6,40,0.7,14,16,42
weighted_astar,1,6.242640687119286,2,0.0225999974645674,6,40,0.7,14,16,42
jps_like,1,6.242640687119286,2,0.0276000064332038,5,40,0.7,14,16,42
improved_astar,1,5.23606797749979,2,0.0380999990738928,7,40,0.7,14,16,42
dijkstra,1,1.0,0,0.0098000018624588,2,40,0.7,15,18,42
astar,1,1.0,0,0.0075999996624886,2,40,0.7,15,18,42
weighted_astar,1,1.0,0,0.0063000043155625,2,40,0.7,15,18,42
jps_like,1,1.0,0,0.008300004992634,2,40,0.7,15,18,42
improved_astar,1,1.0,0,0.0088000087998807,2,40,0.7,15,18,42
dijkstra,1,5.656854249492381,0,0.0507000077050179,15,40,0.7,16,19,42
astar,1,5.656854249492381,0,0.0232999882427975,5,40,0.7,16,19,42
weighted_astar,1,5.656854249492381,0,0.0208000128623098,5,40,0.7,16,19,42
jps_like,1,5.65685424949238,1,0.0212000013561919,3,40,0.7,16,19,42
improved_astar,1,5.656854249492381,0,0.0490999955218285,8,40,0.7,16,19,42
dijkstra,1,17.313708498984763,10,0.1539999939268455,47,40,0.7,17,21,42
astar,1,17.313708498984763,10,0.1348999940091744,21,40,0.7,17,21,42
weighted_astar,1,17.313708498984763,10,0.0696999923093244,20,40,0.7,17,21,42
jps_like,1,17.31370849898476,10,0.1011999993352219,20,40,0.7,17,21,42
improved_astar,1,14.714776642118863,6,0.1043000083882361,21,40,0.7,17,21,42
dijkstra,1,16.55634918610405,5,0.0954999995883554,31,40,0.7,18,22,42
astar,1,16.55634918610405,7,0.0957000011112541,29,40,0.7,18,22,42
weighted_astar,1,16.55634918610405,7,0.0886999914655461,27,40,0.7,18,22,42
jps_like,1,16.556349186104043,5,0.1595000067027285,29,40,0.7,18,22,42
improved_astar,1,11.67004637770997,4,0.1500999933341518,29,40,0.7,18,22,42
dijkstra,1,3.414213562373095,2,0.0463000033050775,12,40,0.7,19,23,42
astar,1,3.414213562373095,2,0.017599988495931,4,40,0.7,19,23,42
weighted_astar,1,3.414213562373095,1,0.0162999931490048,4,40,0.7,19,23,42
jps_like,1,3.414213562373095,2,0.0261000095633789,4,40,0.7,19,23,42
improved_astar,1,3.1622776601683795,0,0.0306000001728534,5,40,0.7,19,23,42
dijkstra,1,2.8284271247461903,0,0.0170999992405995,4,40,0.7,20,24,42
astar,1,2.8284271247461903,0,0.0104000064311549,3,40,0.7,20,24,42
weighted_astar,1,2.8284271247461903,0,0.0079000019468367,3,40,0.7,20,24,42
jps_like,1,2.8284271247461903,0,0.0063000043155625,2,40,0.7,20,24,42
improved_astar,1,2.8284271247461903,0,0.0193000014405697,3,40,0.7,20,24,42
dijkstra,1,12.485281374238571,7,0.0967999949352815,32,40,0.7,21,25,42
astar,1,12.485281374238571,7,0.0598000042373314,17,40,0.7,21,25,42
weighted_astar,1,12.485281374238571,9,0.0499000016134232,14,40,0.7,21,25,42
jps_like,1,12.485281374238571,6,0.0951000110944733,17,40,0.7,21,25,42
improved_astar,1,9.122417494872463,3,0.1093000028049573,20,40,0.7,21,25,42
dijkstra,1,10.071067811865476,5,0.0939000019570812,30,40,0.7,22,26,42
astar,1,10.071067811865476,4,0.0507000077050179,12,40,0.7,22,26,42
weighted_astar,1,10.071067811865476,4,0.0449999934062361,11,40,0.7,22,26,42
jps_like,1,10.071067811865476,4,0.066100008552894,10,40,0.7,22,26,42
improved_astar,1,9.53663105724556,2,0.1107999996747821,19,40,0.7,22,26,42
dijkstra,1,1.4142135623730951,0,0.0073000119300559,2,40,0.7,23,27,42
astar,1,1.4142135623730951,0,0.0065999920479953,2,40,0.7,23,27,42
weighted_astar,1,1.4142135623730951,0,0.0042000028770416,2,40,0.7,23,27,42
jps_like,1,1.4142135623730951,0,0.0051999959396198,2,40,0.7,23,27,42
improved_astar,1,1.4142135623730951,0,0.0049999944167211,2,40,0.7,23,27,42
dijkstra,1,9.485281374238571,4,0.0975000002654269,30,40,0.7,24,28,42
astar,1,9.485281374238571,4,0.0596000027144327,14,40,0.7,24,28,42
weighted_astar,1,9.485281374238571,4,0.0339999969583004,9,40,0.7,24,28,42
jps_like,1,9.485281374238571,4,0.0798999972175806,14,40,0.7,24,28,42
improved_astar,1,7.47213595499958,3,0.1048999984050169,19,40,0.7,24,28,42
dijkstra,1,1.0,0,0.0128999963635578,3,40,0.7,25,29,42
astar,1,1.0,0,0.0059000012697651,2,40,0.7,25,29,42
weighted_astar,1,1.0,0,0.004900008207187,2,40,0.7,25,29,42
jps_like,1,1.0,0,0.0063000043155625,2,40,0.7,25,29,42
improved_astar,1,1.0,0,0.0063000043155625,2,40,0.7,25,29,42
dijkstra,1,7.65685424949238,3,0.0638000055914744,20,40,0.7,26,30,42
astar,1,7.65685424949238,3,0.0306000001728534,9,40,0.7,26,30,42
weighted_astar,1,7.65685424949238,3,0.0287000002572312,9,40,0.7,26,30,42
jps_like,1,7.65685424949238,3,0.0460000010207295,8,40,0.7,26,30,42
improved_astar,1,6.06449510224598,2,0.0551999983144924,10,40,0.7,26,30,42
dijkstra,1,1.0,0,0.0249000004259869,2,40,0.7,27,31,42
astar,1,1.0,0,0.0170999992405995,2,40,0.7,27,31,42
weighted_astar,1,1.0,0,0.0125000078696757,2,40,0.7,27,31,42
jps_like,1,1.0,0,0.0211000005947425,2,40,0.7,27,31,42
improved_astar,1,1.0,0,0.0213000021176412,2,40,0.7,27,31,42
dijkstra,1,2.8284271247461903,0,0.0283999979728832,6,40,0.7,28,32,42
astar,1,2.8284271247461903,0,0.0130999978864565,3,40,0.7,28,32,42
weighted_astar,1,2.8284271247461903,0,0.0094999995781108,3,40,0.7,28,32,42
jps_like,1,2.8284271247461903,0,0.0177000038092955,2,40,0.7,28,32,42
improved_astar,1,2.8284271247461903,0,0.0148999970406293,3,40,0.7,28,32,42
dijkstra,1,6.242640687119285,3,0.0509999954374507,16,40,0.7,29,33,42
astar,1,6.242640687119285,3,0.0218000059248879,6,40,0.7,29,33,42
weighted_astar,1,6.242640687119285,3,0.0193000014405697,6,40,0.7,29,33,42
jps_like,1,6.242640687119285,3,0.0240999943343922,5,40,0.7,29,33,42
improved_astar,1,5.8863495173726745,2,0.0332999916281551,7,40,0.7,29,33,42
dijkstra,1,47.142135623730944,16,13.457100008963607,2981,80,0.3,0,0,42
astar,1,47.142135623730944,16,0.6048999930499122,136,80,0.3,0,0,42
weighted_astar,1,47.142135623730944,16,0.3133999998681247,66,80,0.3,0,0,42
jps_like,1,47.14213562373094,17,1.2169999972684309,134,80,0.3,0,0,42
improved_astar,1,44.87015859054912,12,0.37190000875853,36,80,0.3,0,0,42
dijkstra,1,66.6274169979695,17,10.495900001842529,3204,80,0.3,1,1,42
astar,1,66.6274169979695,22,1.643399999011308,378,80,0.3,1,1,42
weighted_astar,1,68.8700576850888,24,0.5146000039530918,111,80,0.3,1,1,42
jps_like,1,66.6274169979695,26,3.5786999942502007,385,80,0.3,1,1,42
improved_astar,1,62.81940460301528,13,0.9449000062886626,90,80,0.3,1,1,42
dijkstra,1,33.89949493661166,12,3.859999997075647,1176,80,0.3,2,2,42
astar,1,33.89949493661166,11,0.3805000014835968,93,80,0.3,2,2,42
weighted_astar,1,33.89949493661167,11,0.1629000034881755,39,80,0.3,2,2,42
jps_like,1,33.89949493661166,11,0.8447000000160187,97,80,0.3,2,2,42
improved_astar,1,31.44193613341567,6,0.2959999983431771,30,80,0.3,2,2,42
dijkstra,1,72.62741699796949,21,11.80769999336917,3548,80,0.3,3,3,42
astar,1,72.62741699796949,23,1.328099999227561,345,80,0.3,3,3,42
weighted_astar,1,78.18376618407353,31,0.4396000003907829,100,80,0.3,3,3,42
jps_like,1,72.62741699796949,24,2.9292000108398497,337,80,0.3,3,3,42
improved_astar,1,69.87607777710586,15,0.8212999964598566,85,80,0.3,3,3,42
dijkstra,1,81.39696961966992,34,15.3128999954788,4323,80,0.3,4,4,42
astar,1,81.39696961966992,30,3.7490000104298815,791,80,0.3,4,4,42
weighted_astar,1,83.74011537017756,33,0.6739999953424558,151,80,0.3,4,4,42
jps_like,1,81.39696961966995,31,10.443599996506236,791,80,0.3,4,4,42
improved_astar,1,78.53765886430709,17,1.7840999935287982,161,80,0.3,4,4,42
dijkstra,1,38.38477631085024,15,10.278899993863888,2552,80,0.3,5,5,42
astar,1,38.38477631085024,11,1.067500008502975,166,80,0.3,5,5,42
weighted_astar,1,39.45584412271572,12,0.294400000711903,37,80,0.3,5,5,42
jps_like,1,38.38477631085023,11,2.106600004481152,170,80,0.3,5,5,42
improved_astar,1,35.64720851710602,7,0.4316999984439462,17,80,0.3,5,5,42
dijkstra,1,29.213203435596437,11,5.594699992798269,1352,80,0.3,6,6,42
astar,1,29.213203435596437,13,0.6311000033747405,148,80,0.3,6,6,42
weighted_astar,1,29.213203435596437,11,0.2228999946964904,46,80,0.3,6,6,42
jps_like,1,29.213203435596423,10,1.2396999954944476,140,80,0.3,6,6,42
improved_astar,1,26.785891162962937,7,0.4334999975981191,43,80,0.3,6,6,42
dijkstra,1,51.52691193458118,14,7.21539999358356,2135,80,0.3,7,7,42
astar,1,51.52691193458118,14,0.5623000033665448,124,80,0.3,7,7,42
weighted_astar,1,53.18376618407355,16,0.2294000005349517,48,80,0.3,7,7,42
jps_like,1,51.52691193458118,15,0.4824999923584983,45,80,0.3,7,7,42
improved_astar,1,49.98891737619246,9,0.3759999963222071,37,80,0.3,7,7,42
dijkstra,1,74.98275605729685,23,10.336099992855452,2948,80,0.3,8,8,42
astar,1,74.98275605729685,23,1.6685000009601936,403,80,0.3,8,8,42
weighted_astar,1,75.81118318204304,22,0.3549999964889139,77,80,0.3,8,8,42
